# HOMER Peaks
# Peak finding parameters:
# tag directory = /home/j8hwang/lab5/tagdirs/Oct4
#
# total peaks = 2203
# peak size = 75
# peaks found using tags on both strands
# minimum distance between peaks = 150
# fragment length = 74
# genome size = 2000000000
# Total tags = 1733716.0
# Total tags in peaks = 45928.0
# Approximate IP efficiency = 2.65%
# tags per bp = 0.000795
# expected tags per peak = 0.060
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 5.024429e-07
# FDR tag threshold = 4.0
# number of putative peaks = 95516
#
# input tag directory = /home/j8hwang/lab5/tagdirs/input
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 90247
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 3065
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 1
#
# cmd = findPeaks /home/j8hwang/lab5/tagdirs/Oct4 -i /home/j8hwang/lab5/tagdirs/input -style factor -o auto
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags (normalized to Control Experiment)	Control Tags	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
17-4436	17	3112578	3112652	+	57.7	0.800	9.000000	9.9	1.0	9.93	1.13e-06	5.27	3.00e-05	0.95
17-9628	17	4634968	4635042	+	57.7	0.714	7.000000	9.9	1.0	9.93	1.13e-06	7.19	2.12e-06	1.22
17-6412	17	6134511	6134585	+	57.7	0.556	8.000000	9.9	0.5	19.86	3.26e-09	5.78	1.39e-05	1.07
17-16015	17	6267614	6267688	+	57.7	0.909	6.000000	9.9	1.0	9.93	1.13e-06	16.97	7.74e-10	1.42
17-3261	17	6318174	6318248	+	57.7	0.812	10.000000	10.9	1.0	10.92	1.11e-07	15.08	1.46e-08	0.85
17-9735	17	6325412	6325486	+	57.7	0.786	7.000000	9.9	0.5	19.86	3.26e-09	21.34	8.79e-11	1.22
17-3279	17	7563369	7563443	+	57.7	0.846	10.000000	9.9	0.5	19.86	3.26e-09	6.96	2.80e-06	0.85
17-9814	17	8197824	8197898	+	57.7	0.769	7.000000	9.9	0.5	19.86	3.26e-09	7.88	9.51e-07	1.22
17-3280	17	8316444	8316518	+	57.7	0.714	10.000000	9.9	1.0	9.93	1.13e-06	6.49	5.19e-06	0.85
17-4511	17	8823334	8823408	+	57.7	0.650	9.000000	9.9	0.5	19.86	3.26e-09	8.54	4.64e-07	0.95
17-3291	17	10150380	10150454	+	57.7	0.875	10.000000	9.9	0.5	19.86	3.26e-09	5.93	1.11e-05	0.85
17-3297	17	10675021	10675095	+	57.7	0.688	10.000000	9.9	0.5	19.86	3.26e-09	5.70	1.55e-05	0.95
17-3298	17	10772308	10772382	+	57.7	0.440	10.000000	9.9	1.0	9.93	1.13e-06	6.52	4.97e-06	0.85
17-4530	17	10773446	10773520	+	57.7	0.625	9.000000	9.9	1.0	9.93	1.13e-06	6.42	5.64e-06	0.95
17-3312	17	12502666	12502740	+	57.7	0.591	10.000000	9.9	1.0	9.93	1.13e-06	6.21	7.52e-06	0.95
17-3313	17	12534956	12535030	+	57.7	0.765	10.000000	9.9	1.0	9.93	1.13e-06	9.02	9.94e-07	0.85
17-4562	17	13830857	13830931	+	57.7	0.750	9.000000	9.9	1.0	9.93	1.13e-06	7.74	1.11e-06	1.07
17-4565	17	14226994	14227068	+	57.7	0.909	9.000000	9.9	1.0	9.93	1.13e-06	9.25	2.25e-07	0.95
17-3331	17	14527019	14527093	+	57.7	0.647	10.000000	9.9	0.5	19.86	3.26e-09	6.55	4.77e-06	0.85
17-6602	17	15652511	15652585	+	57.7	0.588	8.000000	9.9	1.0	9.93	1.13e-06	6.33	6.39e-06	1.07
17-2521	17	16202584	16202658	+	57.7	0.812	11.000000	9.9	1.0	9.93	1.13e-06	7.48	1.51e-06	0.85
17-4609	17	17397009	17397083	+	57.7	0.455	9.000000	9.9	1.0	9.93	1.13e-06	4.85	5.99e-05	1.07
17-17040	17	17983153	17983227	+	57.7	0.769	6.000000	9.9	1.0	9.93	1.13e-06	8.76	3.67e-07	1.42
17-3363	17	20298278	20298352	+	57.7	0.958	10.000000	9.9	0.5	19.86	3.26e-09	10.03	9.91e-08	0.85
17-3375	17	21871436	21871510	+	57.7	0.632	10.000000	9.9	1.0	9.93	1.13e-06	6.07	9.16e-06	0.95
17-6671	17	21963707	21963781	+	57.7	0.846	8.000000	9.9	1.0	9.93	1.13e-06	4.90	5.48e-05	1.07
17-10211	17	22589127	22589201	+	57.7	0.846	7.000000	9.9	1.0	9.93	1.13e-06	7.78	1.06e-06	1.22
17-4653	17	23694655	23694729	+	57.7	0.556	9.000000	9.9	0.5	19.86	3.26e-09	5.05	4.28e-05	0.95
17-6786	17	24583007	24583081	+	57.7	0.714	8.000000	9.9	1.0	9.93	1.13e-06	5.27	3.00e-05	1.07
17-10398	17	24745509	24745583	+	57.7	0.526	7.000000	9.9	0.5	19.86	3.26e-09	5.31	2.81e-05	1.22
17-4712	17	24759882	24759956	+	57.7	0.846	9.000000	9.9	1.0	9.93	1.13e-06	4.97	4.85e-05	0.95
17-4736	17	25556259	25556333	+	57.7	0.619	9.000000	9.9	0.5	19.86	3.26e-09	4.94	5.15e-05	1.07
17-2594	17	26268966	26269040	+	57.7	0.500	11.000000	9.9	1.0	9.93	1.13e-06	5.23	3.21e-05	0.85
17-6928	17	26276515	26276589	+	57.7	0.833	8.000000	9.9	0.5	19.86	3.26e-09	4.94	5.15e-05	1.07
17-3509	17	27189924	27189998	+	57.7	0.538	10.000000	12.9	3.0	4.30	7.14e-05	4.79	6.55e-05	0.95
17-2014	17	27212052	27212126	+	57.7	0.706	12.000000	10.9	1.0	10.92	1.11e-07	4.64	8.50e-05	0.85
17-3533	17	27970074	27970148	+	57.7	0.688	10.000000	10.9	2.0	5.46	4.65e-05	5.13	3.77e-05	0.95
17-4905	17	28432008	28432082	+	57.7	0.556	9.000000	9.9	1.0	9.93	1.13e-06	5.96	1.07e-05	0.95
17-2646	17	28561914	28561988	+	57.7	0.700	11.000000	9.9	1.0	9.93	1.13e-06	4.71	7.58e-05	0.95
17-3568	17	28714718	28714792	+	57.7	0.526	10.000000	9.9	1.0	9.93	1.13e-06	4.87	5.82e-05	0.85
17-5019	17	29981532	29981606	+	57.7	0.647	9.000000	9.9	1.0	9.93	1.13e-06	5.07	4.15e-05	0.95
17-7389	17	31095639	31095713	+	57.7	0.786	8.000000	9.9	1.0	9.93	1.13e-06	5.11	3.89e-05	1.07
17-7421	17	31471216	31471290	+	57.7	0.733	8.000000	9.9	1.0	9.93	1.13e-06	5.49	2.14e-05	1.07
17-5083	17	31784015	31784089	+	57.7	0.800	9.000000	10.9	1.0	10.92	1.11e-07	5.29	2.90e-05	1.07
17-5095	17	31959141	31959215	+	57.7	0.929	9.000000	9.9	0.5	19.86	3.26e-09	9.06	2.71e-07	1.07
17-5123	17	32725019	32725093	+	57.7	0.778	9.000000	9.9	1.0	9.93	1.13e-06	5.49	2.14e-05	0.95
17-5124	17	32746651	32746725	+	57.7	0.688	9.000000	9.9	1.0	9.93	1.13e-06	4.78	6.75e-05	0.95
17-7523	17	32780423	32780497	+	57.7	0.769	8.000000	9.9	1.0	9.93	1.13e-06	4.99	4.70e-05	1.07
17-7562	17	33743439	33743513	+	57.7	0.733	8.000000	9.9	1.0	9.93	1.13e-06	6.96	2.80e-06	1.07
17-7564	17	33776168	33776242	+	57.7	0.833	8.000000	9.9	1.0	9.93	1.13e-06	4.73	7.36e-05	1.07
17-5216	17	34857409	34857483	+	57.7	0.522	9.000000	9.9	0.5	19.86	3.26e-09	4.83	6.17e-05	0.95
17-7763	17	35801554	35801628	+	57.7	0.786	8.000000	9.9	1.0	9.93	1.13e-06	6.72	3.84e-06	1.22
17-7809	17	36166385	36166459	+	57.7	0.769	8.000000	9.9	1.0	9.93	1.13e-06	6.33	6.39e-06	1.07
17-3820	17	39129328	39129402	+	57.7	0.733	10.000000	9.9	0.5	19.86	3.26e-09	16.54	9.82e-10	0.95
17-3822	17	40471621	40471695	+	57.7	0.786	10.000000	9.9	1.0	9.93	1.13e-06	11.03	4.18e-08	0.85
17-3825	17	40585758	40585832	+	57.7	0.591	10.000000	9.9	0.5	19.86	3.26e-09	5.25	3.10e-05	0.95
17-3828	17	40880416	40880490	+	57.7	0.650	10.000000	10.9	0.5	21.84	1.63e-10	4.83	6.17e-05	0.95
17-3837	17	43100682	43100756	+	57.7	0.900	10.000000	9.9	1.0	9.93	1.13e-06	7.23	2.02e-06	0.85
17-2858	17	43493588	43493662	+	57.7	0.786	11.000000	9.9	0.5	19.86	3.26e-09	7.27	1.92e-06	0.85
17-7947	17	43645927	43646001	+	57.7	0.706	8.000000	9.9	1.0	9.93	1.13e-06	6.36	6.13e-06	1.07
17-7968	17	44389747	44389821	+	57.7	0.625	8.000000	9.9	0.5	19.86	3.26e-09	6.58	4.57e-06	1.07
17-5434	17	45879350	45879424	+	57.7	0.833	9.000000	9.9	1.0	9.93	1.13e-06	5.19	3.42e-05	0.95
17-8058	17	45954602	45954676	+	57.7	0.750	8.000000	10.9	1.0	10.92	1.11e-07	6.21	7.52e-06	1.22
17-12753	17	46667514	46667588	+	57.7	0.714	7.000000	9.9	1.0	9.93	1.13e-06	4.97	4.85e-05	1.22
17-8238	17	47751951	47752025	+	57.7	0.550	8.000000	9.9	0.5	19.86	3.26e-09	5.15	3.65e-05	1.07
17-8270	17	47961970	47962044	+	57.7	0.688	8.000000	9.9	1.0	9.93	1.13e-06	5.17	3.53e-05	1.07
17-3977	17	47981763	47981837	+	57.7	0.600	10.000000	9.9	0.5	19.86	3.26e-09	4.56	9.78e-05	0.95
17-2229	17	48636672	48636746	+	57.7	0.862	12.000000	9.9	1.0	9.93	1.13e-06	5.86	1.24e-05	0.85
17-8312	17	48960063	48960137	+	57.7	0.867	8.000000	9.9	1.0	9.93	1.13e-06	5.45	2.29e-05	1.07
17-5600	17	48986885	48986959	+	57.7	0.579	9.000000	9.9	1.0	9.93	1.13e-06	6.62	4.37e-06	0.95
17-8313	17	48999169	48999243	+	57.7	0.833	8.000000	9.9	1.0	9.93	1.13e-06	5.61	1.79e-05	1.07
17-8316	17	49172352	49172426	+	57.7	0.500	8.000000	9.9	1.0	9.93	1.13e-06	5.44	5.86e-05	1.09
17-22483	17	49812130	49812204	+	57.7	0.786	6.000000	9.9	1.0	9.93	1.13e-06	6.42	5.64e-06	1.42
17-5608	17	49880600	49880674	+	57.7	0.846	9.000000	10.9	2.0	5.46	4.65e-05	6.16	8.14e-06	1.07
17-8333	17	50191135	50191209	+	57.7	0.786	8.000000	9.9	1.0	9.93	1.13e-06	5.15	3.65e-05	1.07
17-4004	17	51740174	51740248	+	57.7	0.522	10.000000	10.9	2.0	5.46	4.65e-05	5.40	2.45e-05	0.95
17-2965	17	53536170	53536244	+	57.7	0.619	11.000000	9.9	1.0	9.93	1.13e-06	5.88	1.20e-05	0.85
17-5646	17	55445898	55445972	+	57.7	0.632	9.000000	9.9	1.0	9.93	1.13e-06	5.96	1.07e-05	1.07
17-3018	17	57264653	57264727	+	57.7	0.737	11.000000	10.9	1.0	10.92	1.11e-07	4.59	9.25e-05	0.85
17-23473	17	62506718	62506792	+	57.7	0.769	6.000000	9.9	0.5	19.86	3.26e-09	7.11	2.33e-06	1.42
17-4110	17	62788864	62788938	+	57.7	0.667	10.000000	9.9	1.0	9.93	1.13e-06	5.03	4.41e-05	0.95
17-8595	17	63146171	63146245	+	57.7	0.667	8.000000	9.9	0.5	19.86	3.26e-09	5.19	3.42e-05	1.07
17-5759	17	63672385	63672459	+	57.7	0.667	9.000000	9.9	1.0	9.93	1.13e-06	10.50	6.51e-08	0.95
17-3029	17	64331648	64331722	+	57.7	0.423	11.000000	9.9	1.0	9.93	1.13e-06	5.54	1.99e-05	0.85
17-13759	17	64574088	64574162	+	57.7	0.714	7.000000	9.9	0.5	19.86	3.26e-09	5.36	6.49e-05	1.27
17-4127	17	64983685	64983759	+	57.7	0.786	10.000000	9.9	0.5	19.86	3.26e-09	8.95	1.17e-06	0.85
17-5783	17	65283423	65283497	+	57.7	0.611	9.000000	9.9	1.0	9.93	1.13e-06	9.59	1.63e-07	0.95
17-8673	17	66180841	66180915	+	57.7	0.909	8.000000	9.9	1.0	9.93	1.13e-06	6.69	1.19e-05	1.09
17-5852	17	66545089	66545163	+	57.7	0.588	9.000000	9.9	0.5	19.86	3.26e-09	6.46	5.41e-06	0.95
17-5853	17	66985115	66985189	+	57.7	0.733	9.000000	9.9	0.5	19.86	3.26e-09	9.88	1.25e-07	0.95
17-5857	17	67917256	67917330	+	57.7	0.625	9.000000	9.9	0.5	19.86	3.26e-09	6.49	5.19e-06	1.07
17-3051	17	69120344	69120418	+	57.7	0.706	11.000000	10.9	2.0	5.46	4.65e-05	5.80	1.34e-05	0.85
17-5862	17	69211347	69211421	+	57.7	0.750	9.000000	9.9	0.5	19.86	3.26e-09	6.27	6.93e-06	0.95
17-5876	17	70707688	70707762	+	57.7	0.478	9.000000	9.9	0.5	19.86	3.26e-09	4.74	7.15e-05	0.95
17-5908	17	70968858	70968932	+	57.7	0.632	9.000000	9.9	1.0	9.93	1.13e-06	4.76	6.95e-05	0.95
17-8832	17	71292560	71292634	+	57.7	0.769	8.000000	9.9	1.0	9.93	1.13e-06	7.78	1.06e-06	1.07
17-5935	17	72557121	72557195	+	57.7	0.500	9.000000	9.9	1.0	9.93	1.13e-06	7.74	1.11e-06	0.95
17-8874	17	73995014	73995088	+	57.7	0.909	8.000000	9.9	1.0	9.93	1.13e-06	8.07	7.68e-07	1.07
17-5956	17	74544595	74544669	+	57.7	0.733	9.000000	9.9	1.0	9.93	1.13e-06	5.40	2.45e-05	0.95
17-14389	17	74834575	74834649	+	57.7	0.846	7.000000	9.9	1.0	9.93	1.13e-06	8.88	3.26e-07	1.22
17-5969	17	75172870	75172944	+	57.7	0.765	9.000000	9.9	0.5	19.86	3.26e-09	6.82	3.36e-06	0.95
17-5971	17	75250662	75250736	+	57.7	0.688	9.000000	9.9	1.0	9.93	1.13e-06	5.42	2.37e-05	0.95
17-14456	17	76451459	76451533	+	57.7	0.647	7.000000	9.9	1.0	9.93	1.13e-06	8.76	3.67e-07	1.22
17-4234	17	77269174	77269248	+	57.7	0.917	10.000000	9.9	0.5	19.86	3.26e-09	9.95	1.17e-07	0.85
17-5979	17	78592610	78592684	+	57.7	0.611	9.000000	9.9	0.5	19.86	3.26e-09	5.15	3.65e-05	1.07
17-25400	17	78906845	78906919	+	57.7	0.733	6.000000	9.9	1.0	9.93	1.13e-06	5.42	2.37e-05	1.42
17-3105	17	79601262	79601336	+	57.7	0.667	11.000000	10.9	0.5	21.84	1.63e-10	6.27	6.93e-06	0.85
17-4277	17	80468835	80468909	+	57.7	0.526	10.000000	9.9	1.0	9.93	1.13e-06	4.92	5.31e-05	0.85
17-4285	17	80833572	80833646	+	57.7	0.632	10.000000	9.9	1.0	9.93	1.13e-06	4.92	5.31e-05	0.85
17-4286	17	80898690	80898764	+	57.7	0.700	10.000000	9.9	0.5	19.86	3.26e-09	5.31	2.81e-05	1.07
17-4287	17	80944262	80944336	+	57.7	0.688	10.000000	9.9	1.0	9.93	1.13e-06	5.29	2.90e-05	0.95
17-6060	17	80969808	80969882	+	57.7	0.611	9.000000	9.9	0.5	19.86	3.26e-09	5.83	1.29e-05	0.95
17-6062	17	81246717	81246791	+	57.7	0.765	9.000000	9.9	0.5	19.86	3.26e-09	12.85	1.03e-08	0.95
17-9108	17	81860794	81860868	+	57.7	0.714	8.000000	9.9	0.5	19.86	3.26e-09	10.18	8.64e-08	1.07
17-4295	17	83313175	83313249	+	57.7	0.526	10.000000	9.9	1.0	9.93	1.13e-06	4.90	5.48e-05	0.95
17-9129	17	83323668	83323742	+	57.7	0.714	8.000000	9.9	1.0	9.93	1.13e-06	5.15	3.65e-05	1.07
17-9158	17	83555708	83555782	+	57.7	0.667	8.000000	9.9	0.5	19.86	3.26e-09	4.94	5.15e-05	1.07
17-14948	17	83917248	83917322	+	57.7	0.769	7.000000	9.9	1.0	9.93	1.13e-06	6.79	3.51e-06	1.22
17-6129	17	84020126	84020200	+	57.7	0.786	9.000000	9.9	0.5	19.86	3.26e-09	5.29	2.90e-05	0.95
17-9254	17	84566729	84566803	+	57.7	0.714	8.000000	9.9	0.5	19.86	3.26e-09	5.05	4.28e-05	1.07
17-6153	17	84589550	84589624	+	57.7	0.714	9.000000	9.9	1.0	9.93	1.13e-06	7.97	8.55e-07	0.95
17-6171	17	84990593	84990667	+	57.7	0.625	9.000000	9.9	1.0	9.93	1.13e-06	4.90	5.48e-05	0.95
17-15088	17	84990932	84991006	+	57.7	0.688	7.000000	9.9	1.0	9.93	1.13e-06	4.87	5.82e-05	1.22
17-9284	17	85068869	85068943	+	57.7	0.909	8.000000	9.9	0.5	19.86	3.26e-09	5.09	9.62e-05	1.09
17-3173	17	85556037	85556111	+	57.7	0.652	11.000000	10.9	2.0	5.46	4.65e-05	7.23	2.02e-06	0.85
17-26633	17	85601928	85602002	+	57.7	0.750	6.000000	9.9	1.0	9.93	1.13e-06	5.05	4.28e-05	1.42
17-6193	17	85985404	85985478	+	57.7	0.692	9.000000	9.9	1.0	9.93	1.13e-06	5.20	8.19e-05	0.95
17-6194	17	86136127	86136201	+	57.7	0.688	9.000000	9.9	1.0	9.93	1.13e-06	4.58	9.51e-05	0.95
17-6198	17	86243947	86244021	+	57.7	0.800	9.000000	9.9	0.5	19.86	3.26e-09	5.47	2.21e-05	1.07
17-6263	17	88058736	88058810	+	57.7	0.909	9.000000	9.9	1.0	9.93	1.13e-06	4.90	5.48e-05	0.95
17-6267	17	88077356	88077430	+	57.7	0.833	9.000000	9.9	1.0	9.93	1.13e-06	5.36	2.63e-05	0.95
17-6272	17	88240304	88240378	+	57.7	0.700	9.000000	9.9	0.5	19.86	3.26e-09	5.17	3.53e-05	1.07
17-9529	17	89466450	89466524	+	57.7	0.636	8.000000	9.9	0.5	19.86	3.26e-09	8.65	4.13e-07	1.22
17-6305	17	91543428	91543502	+	57.7	0.875	9.000000	9.9	0.5	19.86	3.26e-09	13.78	5.39e-09	0.95
17-6306	17	92083481	92083555	+	57.7	0.588	9.000000	9.9	0.5	19.86	3.26e-09	8.88	3.26e-07	0.95
17-6309	17	93156612	93156686	+	57.7	0.842	9.000000	9.9	0.5	19.86	3.26e-09	6.72	3.84e-06	0.95
17-3230	17	94015874	94015948	+	57.7	0.875	11.000000	9.9	0.5	19.86	3.26e-09	11.12	3.88e-08	0.95
17-15609	17	94214860	94214934	+	57.7	0.833	7.000000	9.9	1.0	9.93	1.13e-06	8.76	3.67e-07	1.22
17-4435	17	94728037	94728111	+	57.7	0.800	10.000000	9.9	1.0	9.93	1.13e-06	5.51	2.07e-05	0.95
17-3241	17	4137551	4137625	+	51.9	0.565	10.000000	8.9	1.0	8.94	1.02e-05	7.78	3.61e-06	0.95
17-6376	17	5460661	5460735	+	51.9	0.818	8.000000	8.9	1.0	8.94	1.02e-05	6.17	2.23e-05	0.95
17-16010	17	6158295	6158369	+	51.9	0.917	6.000000	8.9	1.0	8.94	1.02e-05	6.05	2.62e-05	1.27
17-6428	17	6655715	6655789	+	51.9	0.900	8.000000	8.9	1.0	8.94	1.02e-05	20.53	1.06e-09	0.95
17-6450	17	7843253	7843327	+	51.9	0.857	8.000000	8.9	0.5	17.87	5.88e-08	8.76	1.40e-06	0.95
17-6453	17	8176534	8176608	+	51.9	0.769	8.000000	8.9	1.0	8.94	1.02e-05	5.98	2.83e-05	0.95
17-9821	17	8311107	8311181	+	51.9	0.750	7.000000	8.9	1.0	8.94	1.02e-05	5.73	3.96e-05	1.09
17-3284	17	8468799	8468873	+	51.9	0.591	10.000000	9.9	1.0	9.93	1.13e-06	5.84	3.42e-05	0.95
17-6465	17	8772745	8772819	+	51.9	0.625	8.000000	8.9	1.0	8.94	1.02e-05	8.57	1.67e-06	0.95
17-4516	17	9629429	9629503	+	51.9	0.647	9.000000	8.9	1.0	8.94	1.02e-05	5.49	5.46e-05	0.85
17-4518	17	9803446	9803520	+	51.9	0.692	9.000000	8.9	1.0	8.94	1.02e-05	9.30	7.76e-07	0.85
17-6475	17	9926543	9926617	+	51.9	0.529	8.000000	8.9	1.0	8.94	1.02e-05	6.54	1.42e-05	0.95
17-6503	17	11956927	11957001	+	51.9	0.643	8.000000	8.9	1.0	8.94	1.02e-05	7.13	7.23e-06	0.95
17-6507	17	11984533	11984607	+	51.9	0.909	8.000000	8.9	0.5	17.87	5.88e-08	6.24	2.06e-05	0.95
17-4556	17	13043997	13044071	+	51.9	0.818	9.000000	8.9	1.0	8.94	1.02e-05	17.26	4.66e-09	0.85
17-6548	17	13127582	13127656	+	51.9	0.818	8.000000	8.9	0.5	17.87	5.88e-08	41.07	2.58e-12	0.95
17-10023	17	13500908	13500982	+	51.9	0.909	7.000000	8.9	0.5	17.87	5.88e-08	13.23	4.35e-08	1.09
17-3325	17	14156609	14156683	+	51.9	0.846	10.000000	8.9	1.0	8.94	1.02e-05	6.73	1.14e-05	0.85
17-6572	17	14489302	14489376	+	51.9	0.692	8.000000	8.9	1.0	8.94	1.02e-05	7.73	3.81e-06	0.95
17-16760	17	14960997	14961071	+	51.9	0.562	6.000000	8.9	1.0	8.94	1.02e-05	8.76	1.40e-06	1.27
17-6594	17	15440509	15440583	+	51.9	0.750	8.000000	8.9	1.0	8.94	1.02e-05	5.32	6.94e-05	0.95
17-6599	17	15625730	15625804	+	51.9	0.900	8.000000	8.9	0.5	17.87	5.88e-08	6.69	1.19e-05	0.95
17-6617	17	16032067	16032141	+	51.9	0.900	8.000000	8.9	1.0	8.94	1.02e-05	13.38	3.96e-08	0.95
17-16907	17	16713075	16713149	+	51.9	0.900	6.000000	8.9	1.0	8.94	1.02e-05	11.24	1.68e-07	1.27
17-6622	17	16812003	16812077	+	51.9	0.769	8.000000	8.9	0.5	17.87	5.88e-08	8.69	1.49e-06	0.95
17-6627	17	17303479	17303553	+	51.9	0.667	8.000000	8.9	1.0	8.94	1.02e-05	9.45	6.84e-07	0.95
17-6635	17	17468230	17468304	+	51.9	0.579	8.000000	8.9	1.0	8.94	1.02e-05	7.54	4.67e-06	0.95
17-10146	17	17479006	17479080	+	51.9	0.900	7.000000	8.9	0.5	17.87	5.88e-08	15.08	1.46e-08	1.09
17-3354	17	17498353	17498427	+	51.9	0.588	10.000000	8.9	0.5	17.87	5.88e-08	6.44	1.61e-05	0.85
17-3361	17	17896195	17896269	+	51.9	0.700	10.000000	8.9	1.0	8.94	1.02e-05	7.49	4.91e-06	0.85
17-4623	17	18539008	18539082	+	51.9	0.556	9.000000	8.9	0.5	17.87	5.88e-08	11.56	1.33e-07	0.95
17-3370	17	21516319	21516393	+	51.9	0.750	10.000000	8.9	1.0	8.94	1.02e-05	5.84	3.42e-05	0.85
17-6673	17	22361566	22361640	+	51.9	0.500	8.000000	8.9	1.0	8.94	1.02e-05	6.17	2.23e-05	0.95
17-6675	17	22607456	22607530	+	51.9	0.667	8.000000	8.9	0.5	17.87	5.88e-08	7.84	3.43e-06	0.95
17-6789	17	24595541	24595615	+	51.9	0.667	8.000000	8.9	1.0	8.94	1.02e-05	5.11	9.32e-05	0.95
17-4692	17	24595882	24595956	+	51.9	0.833	9.000000	8.9	1.0	8.94	1.02e-05	5.11	9.32e-05	0.85
17-4693	17	24605564	24605638	+	51.9	0.750	9.000000	8.9	1.0	8.94	1.02e-05	5.13	9.02e-05	0.85
17-6853	17	25406400	25406474	+	51.9	0.909	8.000000	8.9	1.0	8.94	1.02e-05	5.49	5.46e-05	0.95
17-10699	17	27165180	27165254	+	51.9	0.733	7.000000	8.9	1.0	8.94	1.02e-05	5.64	4.42e-05	1.09
17-10854	17	27961953	27962027	+	51.9	0.846	7.000000	8.9	1.0	8.94	1.02e-05	5.29	7.18e-05	1.09
17-11355	17	30086445	30086519	+	51.9	0.857	7.000000	8.9	1.0	8.94	1.02e-05	7.54	4.67e-06	1.09
17-19171	17	30104711	30104785	+	51.9	0.818	6.000000	8.9	1.0	8.94	1.02e-05	6.30	1.90e-05	1.27
17-7345	17	30349410	30349484	+	51.9	0.900	8.000000	8.9	0.5	17.87	5.88e-08	5.90	3.17e-05	0.95
17-5026	17	30525663	30525737	+	51.9	0.917	9.000000	8.9	0.5	17.87	5.88e-08	5.64	4.42e-05	0.85
17-11388	17	30551883	30551957	+	51.9	0.750	7.000000	8.9	1.0	8.94	1.02e-05	5.13	9.02e-05	1.09
17-7371	17	30718433	30718507	+	51.9	0.529	8.000000	8.9	1.0	8.94	1.02e-05	5.32	6.94e-05	0.95
17-7410	17	31339072	31339146	+	51.9	0.833	8.000000	8.9	0.5	17.87	5.88e-08	5.25	7.67e-05	0.95
17-3646	17	31552765	31552839	+	51.9	0.769	10.000000	8.9	1.0	8.94	1.02e-05	5.54	5.10e-05	0.85
17-5109	17	32368965	32369039	+	51.9	0.909	9.000000	8.9	1.0	8.94	1.02e-05	5.29	7.18e-05	0.95
17-5118	17	32563836	32563910	+	51.9	0.632	9.000000	8.9	1.0	8.94	1.02e-05	7.13	7.23e-06	0.95
17-11685	17	32732688	32732762	+	51.9	0.667	7.000000	8.9	1.0	8.94	1.02e-05	5.70	4.11e-05	1.09
17-20012	17	33774938	33775012	+	51.9	0.750	6.000000	8.9	1.0	8.94	1.02e-05	5.07	9.93e-05	1.27
17-5162	17	33866000	33866074	+	51.9	0.714	9.000000	9.9	1.0	9.93	1.13e-06	6.44	1.61e-05	0.95
17-5202	17	34411281	34411355	+	51.9	0.500	9.000000	8.9	1.0	8.94	1.02e-05	6.20	2.15e-05	0.95
17-36509	17	34470790	34470864	+	51.9	0.818	5.000000	8.9	1.0	8.94	1.02e-05	6.42	4.82e-05	1.68
17-7800	17	36041751	36041825	+	51.9	0.900	8.000000	8.9	1.0	8.94	1.02e-05	6.47	1.54e-05	0.95
17-12205	17	36362653	36362727	+	51.9	0.833	7.000000	8.9	1.0	8.94	1.02e-05	8.51	1.77e-06	1.09
17-7825	17	36484335	36484409	+	51.9	0.611	8.000000	8.9	1.0	8.94	1.02e-05	8.75	4.86e-06	0.96
17-5332	17	36702256	36702330	+	51.9	0.579	9.000000	8.9	1.0	8.94	1.02e-05	6.65	1.25e-05	0.95
17-12307	17	38335298	38335372	+	51.9	0.900	7.000000	8.9	0.5	17.87	5.88e-08	11.26	7.90e-07	1.12
17-7886	17	39363494	39363568	+	51.9	0.692	8.000000	8.9	0.5	17.87	5.88e-08	17.94	2.48e-08	0.96
17-20863	17	40460239	40460313	+	51.9	0.750	6.000000	8.9	0.5	17.87	5.88e-08	7.78	3.61e-06	1.27
17-3824	17	40519003	40519077	+	51.9	0.632	10.000000	9.9	1.0	9.93	1.13e-06	6.08	2.52e-05	0.95
17-5364	17	41250221	41250295	+	51.9	0.667	9.000000	8.9	0.5	17.87	5.88e-08	7.44	5.16e-06	0.85
17-12350	17	41251991	41252065	+	51.9	0.909	7.000000	8.9	1.0	8.94	1.02e-05	7.68	4.01e-06	1.09
17-20949	17	42277958	42278032	+	51.9	0.818	6.000000	8.9	1.0	8.94	1.02e-05	9.38	7.29e-07	1.27
17-12390	17	43046237	43046311	+	51.9	0.714	7.000000	8.9	0.5	17.87	5.88e-08	5.36	6.49e-05	1.09
17-3844	17	43866190	43866264	+	51.9	0.750	10.000000	8.9	1.0	8.94	1.02e-05	5.34	6.71e-05	0.95
